ts,Temperature,Humidity
1624822560,25.2,28.9
1624822500,25.2,28.6
1624822440,25.1,28.4
1624822380,25.1,28.3
1624822320,25.1,28.0
1624822260,25.1,28.0
1624822200,25.1,27.9
1624822140,25.1,28.0
1624822080,25.1,27.3
1624822020,25.1,27.5
1624821960,25.1,27.2
1624821900,25.2,27.0
1624821840,25.2,27.0
1624821780,25.1,26.5
1624821720,25.2,26.5
1624821660,25.2,26.3
1624821600,25.2,26.2
1624821540,25.2,26.1
1624821480,25.2,26.1
1624821420,25.2,25.8
1624821360,25.2,25.7
1624821300,25.2,25.4
1624821240,25.2,25.4
1624821180,25.2,25.3
1624821120,25.2,25.4
1624821060,25.2,25.3
1624821000,25.2,25.6
1624820940,25.2,25.9
1624820880,25.2,26.1
1624820820,25.2,26.1
1624820760,25.2,26.3
1624820700,25.2,26.5
1624820640,25.2,26.8
1624820580,25.2,26.8
1624820520,25.2,27.2
1624820460,25.2,27.0
1624820400,25.2,27.3
1624820340,25.2,27.5
1624820280,25.2,27.4
1624820220,25.2,27.6
1624820160,25.2,27.5
1624820100,25.2,27.6
1624820040,25.3,28.0
1624819980,25.3,28.1
1624819920,25.2,27.6
1624819860,25.2,27.6
1624819800,25.3,28.0
1624819740,25.3,27.9
1624819680,25.3,28.0
1624819620,25.3,27.8
1624819560,25.3,27.9
1624819500,25.3,28.0
1624819440,25.2,28.4
1624819380,25.3,28.5
1624819320,25.2,28.3
1624819260,25.2,28.6
1624819200,25.3,29.0
1624819140,25.3,28.9
1624819080,25.3,29.0
1624819020,25.3,28.6
1624818960,25.3,28.5
1624818900,25.3,28.5
1624818840,25.3,28.7
1624818780,25.3,28.7
1624818720,25.2,28.9
1624818660,25.3,28.7
1624818600,25.3,28.6
1624818540,25.3,28.7
1624818480,25.3,28.7
1624818420,25.3,28.4
1624818360,25.3,28.4
1624818300,25.2,28.1
1624818240,25.2,27.8
1624818180,25.3,27.6
1624818120,25.3,28.1
1624818060,25.2,27.6
1624818000,25.3,27.9
1624817940,25.3,27.8
1624817880,25.3,27.4
1624817820,25.3,27.5
1624817760,25.3,27.5
1624817700,25.3,27.5
1624817640,25.2,27.6
1624817580,25.2,27.5
1624817520,25.3,27.4
1624817460,25.2,27.8
1624817400,25.2,27.4
1624817340,25.2,27.4
1624817280,25.2,27.6
1624817220,25.2,28.1
1624817160,25.3,28.1
1624817100,25.2,27.9
1624817040,25.3,28.1
1624816980,25.3,28.0
1624816920,25.2,28.5
1624816860,25.3,28.7
1624816800,25.3,28.9
1624816740,25.3,28.7
1624816680,25.2,28.9
1624816620,25.3,29.0
1624816560,25.3,29.1
1624816500,25.2,29.0
1624816440,25.2,29.1
1624816380,25.2,28.9
1624816320,25.2,28.7
1624816260,25.2,28.4
1624816200,25.2,28.3
1624816140,25.2,28.1
1624816080,25.2,28.0
1624816020,25.2,27.6
1624815960,25.2,27.4
1624815900,25.2,27.0
1624815840,25.1,27.0
1624815780,25.2,27.0
1624815720,25.1,26.5
1624815660,25.1,26.3
1624815600,25.1,25.9
1624815540,25.1,25.7
1624815480,25.1,25.3
1624815420,25.1,25.1
1624815360,25.1,24.8
1624815300,25.1,24.4
1624815240,25.1,24.1
1624815180,25.1,23.6
1624815120,25.1,23.3
1624815060,25.1,22.9
1624815000,25.1,22.6
1624814940,25.0,22.2
1624814880,25.0,22.2
1624814820,25.0,22.0
1624814760,25.1,21.8
1624814700,25.1,22.0
1624814640,25.0,22.0
1624814580,25.0,21.9
1624814520,25.0,21.9
1624814460,25.0,21.9
1624814400,25.0,22.0
1624814340,25.0,21.9
1624814280,25.0,21.8
1624814220,25.1,21.9
1624814160,25.1,21.8
1624814100,25.1,21.9
1624814040,25.1,22.0
1624813980,25.0,21.9
1624813920,25.0,21.8
1624813860,25.1,21.9
1624813800,25.0,21.9
1624813740,25.0,21.9
1624813680,25.0,21.9
1624813620,25.0,21.8
1624813560,25.1,21.7
1624813500,25.1,21.8
1624813440,25.1,21.7
1624813380,25.0,21.5
1624813320,25.0,21.5
1624813260,25.1,21.4
1624813200,25.1,21.5
1624813140,25.1,21.5
1624813080,25.1,21.4
1624813020,25.0,21.4
1624812960,25.1,21.7
1624812900,25.0,21.5
1624812840,25.0,21.5
1624812780,25.0,21.7
1624812720,25.0,21.4
1624812660,25.0,21.5
1624812600,25.0,21.5
1624812540,25.0,21.4
1624812480,25.1,21.4
1624812420,25.1,21.5
1624812360,25.0,21.7
1624812300,25.0,21.7
1624812240,25.0,21.5
1624812180,25.0,21.7
1624812120,25.0,21.7
1624812060,25.0,21.7
1624812000,25.0,21.7
1624811940,25.0,21.8
1624811880,25.0,21.7
1624811820,25.0,21.7
1624811760,25.0,21.7
1624811700,25.0,21.7
1624811640,25.0,21.9
1624811580,25.0,21.7
1624811520,25.0,21.8
1624811460,25.0,21.8
1624811400,25.0,21.9
1624811340,25.0,21.9
1624811280,25.0,21.9
1624811220,25.0,21.7
1624811160,25.0,21.8
1624811100,25.0,21.8
1624811040,25.0,21.9
1624810980,25.0,21.9
1624810920,25.0,21.9
1624810860,25.0,22.0
1624810800,25.0,22.2
1624810740,25.0,22.3
1624810680,25.0,22.4
1624810620,25.0,22.3
1624810560,25.0,22.3
1624810500,25.0,22.4
1624810440,25.0,22.6
1624810380,25.0,22.5
1624810320,25.0,22.5
1624810260,25.0,22.5
1624810200,25.0,22.5
1624810140,25.0,22.6
1624810080,25.0,22.6
1624810020,25.0,22.6
1624809960,25.0,22.8
1624809900,25.0,22.8
1624809840,25.0,22.9
1624809780,25.0,23.0
1624809720,25.0,23.1
1624809660,25.0,23.0
1624809600,25.0,23.1
1624809540,25.0,23.4
1624809480,25.0,23.4
1624809420,25.0,23.4
1624809360,25.0,23.4
1624809300,25.0,23.5
1624809240,25.0,23.5
1624809180,25.0,23.6
1624809120,25.0,23.7
1624809060,25.0,23.7
1624809000,25.0,24.0
1624808940,25.0,24.2
1624808880,25.0,24.0
1624808820,25.0,24.4
1624808760,25.0,24.5
1624808700,25.0,24.7
1624808640,25.0,25.1
1624808580,25.0,24.8
1624808520,25.0,25.2
1624808460,24.9,25.2
1624808400,25.0,25.6
1624808340,24.9,25.8
1624808280,25.0,26.2
1624808220,25.0,26.4
1624808160,25.0,26.5
1624808100,25.0,27.0
1624808040,25.0,27.0
1624807980,25.0,27.3
1624807920,25.0,27.9
1624807860,24.9,28.1
1624807800,25.0,28.7
1624807740,24.9,29.0
1624807680,25.0,29.4
1624807620,25.0,29.6
1624807560,24.9,30.1
1624807500,25.0,30.7
1624807440,25.0,30.7
1624807380,24.9,30.9
1624807320,24.9,31.3
1624807260,25.0,31.3
1624807200,25.0,31.4
1624807140,24.9,31.7
1624807080,24.9,31.7
1624807020,25.0,31.8
1624806960,24.9,31.8
1624806900,24.9,31.8
1624806840,24.9,32.5
1624806780,24.9,32.4
1624806720,24.9,32.2
1624806660,24.9,31.8
1624806600,24.8,31.9
1624806540,24.9,32.5
1624806480,24.9,31.9
1624806420,24.9,31.8
1624806360,24.9,32.0
1624806300,24.9,32.2
1624806240,24.9,31.9
1624806180,24.8,32.0
1624806120,24.8,31.5
1624806060,24.9,31.8
1624806000,24.8,31.9
1624805940,24.8,31.9
1624805880,24.9,32.0
1624805820,24.8,32.2
1624805760,24.8,32.2
1624805700,24.8,32.4
1624805640,24.8,32.4
1624805580,24.8,32.5
1624805520,24.8,32.6
1624805460,24.8,32.5
1624805400,24.9,32.6
1624805340,24.8,32.9
1624805280,24.8,33.0
1624805220,24.8,33.0
1624805160,24.8,33.0
1624805100,24.8,32.8
1624805040,24.7,32.8
1624804980,24.7,32.6
1624804920,24.8,32.4
1624804860,24.7,32.5
1624804800,24.7,32.2
1624804740,24.7,31.8
1624804680,24.7,32.0
1624804620,24.7,31.7
1624804560,24.7,31.9
1624804500,24.7,31.8
1624804440,24.7,31.9
1624804380,24.7,31.8
1624804320,24.7,31.7
1624804260,24.7,31.8
1624804200,24.7,32.0
1624804140,24.7,32.3
1624804080,24.7,32.2
1624804020,24.7,32.0
1624803960,24.7,32.4
1624803900,24.7,32.3
1624803840,24.7,32.5
1624803780,24.7,32.3
1624803720,24.7,32.5
1624803660,24.6,32.6
1624803600,24.6,32.3
1624803540,24.6,32.2
1624803480,24.6,32.5
1624803420,24.6,32.3
1624803360,24.6,32.5
1624803300,24.6,32.4
1624803240,24.6,32.3
1624803180,24.6,32.0
1624803120,24.6,32.3
1624803060,24.6,32.2
1624803000,24.5,32.3
1624802940,24.6,32.3
1624802880,24.6,32.5
1624802820,24.5,32.4
1624802760,24.5,32.2
1624802700,24.5,32.3
1624802640,24.5,32.4
1624802580,24.5,32.4
1624802520,24.5,32.3
1624802460,24.5,31.9
1624802400,24.5,31.9
1624802340,24.5,32.0
1624802280,24.5,31.8
1624802220,24.5,31.8
1624802160,24.4,31.7
1624802100,24.5,31.4
1624802040,24.5,31.8
1624801980,24.4,31.4
1624801920,24.4,31.5
1624801860,24.4,31.3
1624801800,24.5,31.4
1624801740,24.4,31.7
1624801680,24.4,31.9
1624801620,24.4,31.8
1624801560,24.4,32.0
1624801500,24.4,32.3
1624801440,24.4,32.4
1624801380,24.4,31.9
1624801320,24.4,32.3
1624801260,24.4,32.2
1624801200,24.4,32.2
1624801140,24.4,32.0
1624801080,24.4,32.4
1624801020,24.4,32.6
1624800960,24.3,32.9
1624800900,24.4,32.9
1624800840,24.4,32.9
1624800780,24.4,33.6
1624800720,24.4,32.8
1624800660,24.4,33.4
1624800600,24.4,33.5
1624800540,24.4,33.5
1624800480,24.4,33.4
1624800420,24.3,33.1
1624800360,24.3,33.3
1624800300,24.3,33.3
1624800240,24.3,33.3
1624800180,24.3,33.3
1624800120,24.3,33.7
1624800060,24.3,33.4
1624800000,24.3,33.5
1624799940,24.2,33.6
1624799880,24.3,33.7
1624799820,24.2,33.7
1624799760,24.2,33.5
1624799700,24.2,33.1
1624799640,24.3,33.3
1624799580,24.2,34.0
1624799520,24.3,34.1
1624799460,24.3,33.6
1624799400,24.3,33.9
1624799340,24.3,34.0
1624799280,24.3,34.1
1624799220,24.2,33.6
1624799160,24.3,34.0
1624799100,24.2,33.9
1624799040,24.2,33.7
1624798980,24.2,33.5
1624798920,24.2,33.6
1624798860,24.2,33.4
1624798800,24.2,34.0
1624798740,24.2,33.5
1624798680,24.2,34.0
1624798620,24.2,33.9
1624798560,24.2,33.9
1624798500,24.2,33.9
1624798440,24.2,34.5
1624798380,24.1,34.2
1624798320,24.2,34.4
1624798260,24.1,34.2
1624798200,24.2,34.2
1624798140,24.1,34.2
1624798080,24.1,34.6
1624798020,24.1,34.7
1624797960,24.1,34.7
1624797900,24.1,34.7
1624797840,24.1,34.8
1624797780,24.2,35.2
1624797720,24.2,35.7
1624797660,24.2,34.5
1624797600,24.2,34.6
1624797540,24.2,34.5
1624797480,24.2,35.5
1624797420,24.2,35.3
1624797360,24.2,35.5
1624797300,24.2,35.1
1624797240,24.2,34.7
1624797180,24.1,34.6
1624797120,24.2,35.1
1624797060,24.2,35.1
1624964640,23.1,36.1
1624964580,23.9,40.9
1624964520,23.5,37.5
1624964460,22.8,35.8
1624964400,23.2,36.2
1624964340,23.2,36.2
1624964280,22.9,36.9
1624964220,23.0,36.6
1624964160,22.9,37.2
1624964100,23.0,38.4
1624964040,23.0,35.0
1624963980,23.4,35.5
1624963920,23.7,34.5
1624963860,23.4,37.3
1624963800,23.2,35.7
1624963740,24.0,36.6
1624963680,23.9,37.2
1624963620,23.7,40.2
1624963560,22.9,36.9
1624963500,23.6,38.4
1624963440,23.4,40.5
1624963380,22.4,36.4
1624963320,22.6,37.5
1624963260,22.8,37.4
1624963200,23.0,37.4
1624963140,22.4,36.1
1624963080,22.8,37.9
1624963020,22.3,35.9
1624962960,22.4,36.7
1624962900,22.5,36.4
1624962840,22.5,35.2
1624962780,23.4,37.8
1624962720,23.2,39.2
1624962660,22.4,35.7
1624962600,22.4,35.5
1624962540,22.6,34.4
1624962480,22.7,34.5
1624962420,22.8,35.7
1624962360,22.9,35.6
1624962300,23.3,33.5
1624962240,23.7,36.6
1624962180,23.7,38.5
1624962120,23.6,38.5
1624962060,23.4,35.6
1624962000,23.6,36.8
1624961940,23.5,36.9
1624961880,23.4,37.6
1624961820,23.3,39.4
1624961760,23.0,41.8
1624961700,22.4,37.2
1624961640,22.2,39.0
1624961580,22.0,35.2
1624961520,22.2,36.2
1624961460,22.2,35.7
1624961400,22.8,37.5
1624961340,22.2,36.1
1624961280,22.3,35.6
1624961220,23.0,38.4
1624961160,22.5,36.4
1624961100,23.0,38.5
1624961040,22.5,37.5
1624960980,22.4,39.1
1624960920,22.4,34.8
1624960860,23.3,38.1
1624960800,22.9,37.2
1624960740,23.3,40.5
1624960680,22.9,35.8
1624960620,23.0,37.4
1624960560,22.2,36.4
1624960500,23.0,39.2
1624960440,22.9,36.3
1624960380,22.9,37.2
1624960320,23.0,37.2
1624960260,23.0,40.9
1624960200,22.4,35.5
1624960140,22.5,37.0
1624960080,22.2,36.4
1624960020,22.3,35.5
1624959960,22.7,35.9
1624959900,22.5,34.4
1624959840,22.6,33.9
1624959780,22.2,33.7
1624959720,22.5,36.3
1624959660,22.3,37.2
1624959600,22.2,38.9
1624959540,22.3,35.1
1624959480,23.0,41.9
1624959420,22.9,35.7
1624959360,22.6,35.7
1624959300,21.7,33.0
1624959240,21.7,34.5
1624959180,21.8,34.8
1624959120,21.9,37.0
1624959060,22.1,39.2
1624959000,22.1,35.7
1624958940,22.9,38.7
1624958880,22.4,35.8
1624958820,22.3,34.5
1624958760,22.3,34.0
1624958700,23.1,37.0
1624958640,23.1,35.0
1624958580,22.6,34.8
1624958520,23.3,36.6
1624958460,23.2,39.5
1624958400,22.9,38.4
1624958340,22.3,33.4
1624958280,22.8,35.8
1624958220,23.2,38.1
1624958160,22.8,34.7
1624958100,22.7,35.6
1624958040,22.2,34.7
1624957980,22.1,35.1
1624957920,22.9,37.8
1624957860,23.1,37.5
1624957800,22.8,35.3
1624957740,23.1,37.9
1624957680,22.3,33.9
1624957620,22.2,33.7
1624957560,23.0,37.3
1624957500,22.1,33.4
1624957440,22.8,35.0
1624957380,23.0,35.9
1624957320,22.2,34.0
1624957260,22.6,33.5
1624957200,22.3,34.1
1624957140,22.9,35.2
1624957080,22.5,33.3
1624957020,22.6,35.3
1624956960,22.4,32.6
1624956900,22.0,32.8
1624956840,22.4,32.3
1624956780,22.1,32.4
1624956720,22.9,35.1
1624956660,22.7,37.0
1624956600,21.9,33.3
1624956540,21.9,32.3
1624956480,22.1,31.7
1624956420,22.8,35.1
1624956360,22.9,34.4
1624956300,22.4,33.5
1624956240,23.0,37.2
1624956180,22.1,34.2
1624956120,22.2,34.6
1624956060,22.8,37.3
1624956000,21.9,35.0
1624955940,22.4,33.5
1624955880,22.5,34.1
1624955820,21.9,32.9
1624955760,22.8,35.2
1624955700,22.3,33.9
1624955640,22.1,32.9
1624955580,22.0,34.4
1624955520,22.1,32.6
1624955460,22.8,33.6
1624955400,22.2,32.2
1624955340,22.2,31.9
1624955280,22.0,32.0
1624955220,22.4,33.3
1624955160,22.6,35.0
1624955100,22.8,35.2
1624955040,23.0,37.0
1624954980,22.3,31.9
1624954920,22.5,33.5
1624954860,22.3,31.5
1624954800,22.8,34.0
1624954740,22.5,36.4
1624954680,21.8,32.5
1624954620,21.9,32.2
1624954560,22.1,32.5
1624954500,22.3,32.0
1624954440,21.9,31.5
1624954380,21.8,30.6
1624954320,22.0,31.3
1624954260,22.8,34.0
1624954200,22.1,31.8
1624954140,22.1,31.5
1624954080,22.3,30.8
1624954020,22.9,32.6
1624953960,23.1,35.5
1624953900,22.7,32.9
1624953840,22.5,32.5
1624953780,22.3,30.9
1624953720,22.7,30.9
1624953660,22.7,32.0
1624953600,22.4,31.4
1624953540,22.5,31.3
1624953480,23.2,34.1
1624953420,23.2,32.2
1624953360,22.7,30.9
1624953300,22.7,31.9
1624953240,23.4,36.3
1624953180,23.0,32.9
1624953120,23.2,30.8
1624953060,23.3,33.1
1624953000,22.7,31.5
1624952940,22.7,31.5
1624952880,22.6,31.5
1624952820,23.0,31.8
1624952760,23.1,34.5
1624952700,23.2,35.5
1624952640,23.3,35.3
1624952580,22.9,31.5
1624952520,23.3,33.7
1624952460,23.3,35.1
1624952400,23.3,35.7
1624952340,23.2,32.6
1624952280,23.1,33.7
1624952220,22.7,32.9
1624952160,23.3,33.5
1624952100,22.6,31.3
1624952040,23.4,33.3
1624951980,23.4,36.7
1624951920,22.9,32.6
1624951860,23.1,36.2
1624951800,23.1,37.2
1624951740,22.5,35.2
1624951680,22.9,37.2
1624951620,22.6,36.3
1624951560,22.3,34.4
1624951500,21.8,33.7
1624951440,22.2,36.9
1624951380,22.4,38.5
1624951320,21.8,35.2
1624951260,22.2,36.4
1624951200,22.2,38.0
1624951140,22.1,35.5
1624951080,21.7,35.2
1624951020,21.8,35.8
1624950960,21.9,34.8
1624950900,22.2,33.9
1624950840,22.0,34.0
1624950780,21.9,34.0
1624950720,22.3,35.1
1624950660,22.3,34.1
1624950600,21.9,34.2
1624950540,22.7,38.4
1624950480,22.5,36.2
1624950420,22.6,35.9
1624950360,22.0,32.8
1624950300,22.7,36.2
1624950240,22.5,33.6
1624950180,22.2,37.2
1624950120,22.1,35.6
1624950060,22.0,34.6
1624950000,21.8,34.5
1624949940,21.9,34.4
1624949880,22.3,34.6
1624949820,22.9,37.0
1624949760,22.4,37.8
1624949700,22.5,38.3
1624949640,22.6,36.8
1624949580,21.9,34.7
1624949520,22.2,35.7
1624949460,22.2,35.9
1624949400,21.8,33.9
1624949340,22.2,35.2
1624949280,22.1,34.8
1624949220,22.1,34.4
1624949160,22.1,33.7
1624949100,21.9,35.2
1624949040,22.0,33.1
1624948980,22.4,37.2
1624948920,21.9,34.4
1624948860,22.2,36.7
1624948800,21.7,37.5
1624948740,22.1,38.3
1624948680,22.1,35.1
1624948620,22.3,36.9
1624948560,21.9,33.6
1624948500,21.9,32.4
1624948440,22.1,34.0
1624948380,21.7,32.0
1624948320,21.9,32.9
1624948260,21.7,32.6
1624948200,21.7,32.5
1624948140,21.8,33.0
1624948080,21.8,32.0
1624948020,21.7,31.4
1624947960,21.7,33.3
1624947900,21.8,32.9
1624947840,21.8,32.2
1624947780,21.9,31.4
1624947720,22.1,32.0
1624947660,22.4,33.1
1624947600,23.2,35.6
1624947540,22.7,40.8
1624947480,23.1,40.8
1624947420,23.6,45.5
1624947360,23.1,40.1
1624947300,22.8,40.6
1624947240,22.6,41.3
1624947180,21.8,37.9
1624947120,21.5,35.5
1624947060,21.5,35.8
1624947000,21.5,36.3
1624946940,21.4,36.2
1624946880,21.2,36.2
1624946820,21.2,36.8
1624946760,21.2,36.9
1624946700,21.1,35.9
1624946640,21.1,36.9
1624946580,21.1,37.3
1624946520,21.1,38.4
1624946460,21.1,36.7
1624946400,21.1,36.1
1624946340,21.0,35.7
1624946280,20.9,35.7
1624946220,21.0,35.9
1624946160,21.1,39.1
1624946100,21.1,34.8
1624946040,21.5,35.0
1624945980,20.9,37.9
1624945920,21.1,36.9
1624945860,21.1,40.0
1624945800,21.1,34.7
1624945740,21.0,35.0
1624945680,21.1,34.0
1624945620,21.1,33.5
1624945560,21.2,34.7
1624945500,21.3,32.6
1624945440,21.8,31.9
1624945380,22.1,32.4
1624945320,21.6,31.4
1624945260,22.2,35.5
1624945200,21.8,36.3
1624945140,21.3,29.6
1624945080,21.9,32.4
1624945020,22.4,36.6
1624944960,22.1,32.3
1624944900,21.7,31.5
1624944840,21.7,30.3
1624944780,22.2,31.3
1624944720,22.1,32.6
1624944660,22.2,31.3
1624944600,22.1,32.6
1624944540,22.2,30.5
1624944480,22.1,30.0
1624944420,22.0,31.5
1624944360,22.2,32.3
1624944300,22.2,31.5
1624944240,22.3,33.3
1624944180,21.9,31.5
1624944120,22.1,32.4
1624944060,22.1,32.3
1624944000,22.1,33.5
1624943940,21.8,31.9
1624943880,21.4,32.3
1624943820,22.0,33.0
1624943760,21.9,32.0
1624943700,21.6,30.3
1624943640,21.4,30.9
1624943580,22.2,33.4
1624943520,22.2,32.8
1624943460,21.8,32.4
1624943400,21.5,32.9
1624943340,21.9,32.0
1624943280,22.1,32.6
1624943220,22.2,34.4
1624943160,21.8,33.3
1624943100,21.5,35.8
1624943040,22.3,38.6
1624942980,22.0,32.3
1624942920,21.5,32.8
1624942860,21.5,31.9
1624942800,22.0,32.3
1624942740,21.7,31.4
1624942680,21.9,30.9
1624942620,21.7,31.8
1624942560,22.4,35.2
1624942500,22.3,35.1
1624942440,22.1,33.6
1624942380,22.2,32.6
1624942320,21.9,32.3
1624942260,22.0,34.0
1624942200,21.4,31.5
1624942140,21.7,32.8
1624942080,21.2,32.5
1624942020,21.3,32.3
1624941960,21.3,31.8
1624941900,21.4,31.1
1624941840,21.9,31.8
1624941780,21.3,32.2
1624941720,21.4,33.0
1624941660,21.3,33.0
1624941600,21.4,33.1
1624941540,21.2,33.1
1624941480,21.3,32.0
1624941420,21.2,31.9
1624941360,21.3,31.4
1624941300,21.3,32.5
1624941240,21.4,32.0
1624941180,21.4,32.4
1624941120,21.4,33.5
1624941060,21.7,32.5
1624941000,22.2,33.6
1624940940,22.1,34.6
1624940880,21.8,31.3
1624940820,22.2,31.3
1624940760,22.2,33.0
1624940700,22.3,33.7
1624940640,22.1,32.4
1624940580,22.2,33.3
1624940520,21.6,31.7
1624940460,21.6,32.2
1624940400,22.3,33.1
1624940340,22.3,33.1
1624940280,21.9,31.3
1624940220,21.6,31.1
1624940160,22.2,33.1
1624940100,22.1,32.3
1624940040,22.2,32.9
1624939980,21.6,31.9
1624939920,21.8,31.1
1624939860,21.7,31.8
1624939800,22.0,32.8
1624939740,22.0,31.9
1624939680,21.9,32.8
1624939620,22.6,33.5
1624939560,22.3,33.5
1624939500,22.4,32.6
1624939440,22.1,32.5
1624939380,21.9,31.3
1624939320,22.4,30.6
1624939260,21.9,31.5
1624939200,22.6,33.7
1624939140,22.1,31.2
1624939080,22.7,34.0
1624939020,22.2,33.4
1624938960,23.3,39.7
1624938900,22.4,34.8
1624938840,22.1,33.7
1624938780,22.2,33.4
1624938720,22.3,32.9
1624938660,22.0,32.0
1624938600,21.9,31.5
1624938540,22.1,33.6
1624938480,21.9,31.2
1624938420,21.8,31.7
1624938360,21.9,32.3
1624938300,22.1,34.5
1624938240,22.1,34.6
1624938180,21.8,32.5
1624938120,21.9,32.4
1624938060,21.8,30.5
1624938000,21.9,32.2
1624937940,22.2,32.2
1624937880,22.0,33.3
1624937820,22.4,35.2
1624937760,22.0,33.3
1624937700,21.9,32.4
1624937640,21.9,31.5
1624937580,21.9,31.1
1624937520,22.0,30.0
1624937460,22.2,31.1
1624937400,22.1,30.9
1624937340,22.3,31.7
1624937280,22.7,34.8
1624937220,22.7,34.0
1624937160,22.9,33.4
1624937100,22.2,33.1
1624937040,22.5,34.0
1624936980,22.7,34.4
1624936920,22.4,33.6
1624936860,22.3,34.1
1624936800,22.3,33.6
1624936740,22.4,33.9
1624936680,22.4,33.4
1624936620,22.3,33.9
1624936560,22.5,35.5
1624936500,21.9,33.1
1624936440,22.0,33.7
1624936380,22.3,34.2
1624936320,22.2,35.2
1624936260,21.9,33.6
1624936200,22.1,33.5
1624936140,22.5,35.1
1624936080,21.8,33.0
1624936020,21.9,33.4
1624935960,22.0,32.5
1624935900,22.0,33.4
1624935840,22.0,33.6
1624935780,22.0,34.1
1624935720,22.1,34.6
1624935660,22.3,36.2
1624935600,22.4,36.3
1624935540,22.1,32.4
1624935480,22.1,32.2
1624935420,22.2,33.5
1624935360,22.1,32.3
1624935300,22.1,31.8
1624935240,22.4,31.8
1624935180,22.3,32.8
1624935120,22.8,32.8
1624935060,22.4,34.0
1624935000,22.5,33.4
1624934940,22.9,36.6
1624934880,22.3,34.6
1624934820,22.8,32.8
1624934760,23.3,31.9
1624934700,22.4,35.3
1624934640,23.4,44.7
1624934580,23.4,45.9
1624934520,23.0,39.8
1624934460,22.8,41.9
1624934400,22.6,40.2
1624934340,21.7,35.6
1624934280,22.3,38.7
1624934220,21.5,35.9
1624934160,21.6,35.2
1624934100,21.8,35.6
1624934040,22.5,36.2
1624933980,22.8,35.5
1624933920,21.9,32.2
1624933860,23.0,36.2
1624933800,22.8,36.8
1624933740,22.4,33.3
1624933680,23.3,36.3
1624933620,23.3,38.1
1624933560,23.3,38.4
1624933500,23.3,37.3
1624933440,23.2,36.8
1624933380,23.2,34.7
1624933320,23.2,34.2
1624933260,23.0,33.0
1624933200,23.3,32.6
1624933140,23.2,33.0
1624933080,23.2,34.6
1624933020,23.1,35.0
1624932960,23.1,35.2
1624932900,23.0,35.7
1624932840,22.9,35.2
1624932780,22.9,37.8
1624932720,22.2,32.4
1624932660,22.5,36.7
1624932600,22.8,36.3
1624932540,22.2,33.1
1624932480,21.9,33.0
1624932420,22.2,31.1
1624932360,22.5,34.2
1624932300,22.8,37.9
1624932240,22.6,36.7
1624932180,21.8,33.9
1624932120,21.9,32.2
1624932060,22.7,33.7
1624932000,22.7,33.9
1624931940,21.9,32.5
1624931880,22.1,32.4
1624931820,22.4,33.9
1624931760,22.6,35.5
1624931700,22.1,35.0
1624931640,22.1,33.6
1624931580,22.1,33.0
1624931520,22.1,32.0
1624931460,22.0,32.6
1624931400,22.8,32.9
1624931340,22.7,33.9
1624931280,23.3,37.5
1624931220,23.1,36.8
1624931160,22.6,34.2
1624931100,23.0,37.4
1624931040,22.4,31.3
1624930980,22.5,32.9
1624930920,22.6,37.2
1624930860,22.5,36.3
1624930800,21.8,33.9
1624930740,21.9,32.5
1624930680,21.9,33.3
1624930620,22.1,32.8
1624930560,21.9,34.4
1624930500,22.0,33.6
1624930440,22.7,35.7
1624930380,23.0,38.0
1624930320,22.4,33.6
1624930260,22.2,34.6
1624930200,22.5,33.7
1624930140,23.0,35.0
1624930080,23.3,35.7
1624930020,22.4,32.5
1624929960,23.5,36.1
1624929900,23.5,36.3
1624929840,23.4,35.7
1624929780,23.5,35.1
1624929720,23.4,34.5
1624929660,23.4,35.5
1624929600,23.4,37.0
1624929540,23.3,38.3
1624929480,23.1,37.6
1624929420,22.9,36.1
1624929360,22.7,35.8
1624929300,22.1,35.2
1624929240,21.8,35.0
1624929180,21.8,34.5
1624929120,22.0,34.8
1624929060,22.1,32.9
1624929000,21.9,32.8
1624928940,22.5,32.5
1624928880,22.7,32.5
1624928820,22.3,34.4
1624928760,22.2,32.5
1624928700,22.1,33.6
1624928640,23.0,35.8
1624928580,22.2,34.2
1624928520,22.4,32.8
1624928460,21.9,34.0
1624928400,22.4,34.1
1624928340,22.3,33.6
1624928280,22.5,33.0
1624928220,21.9,34.7
1624928160,21.8,34.2
1624928100,21.8,33.4
1624928040,22.0,34.4
1624927980,22.5,34.2
1624927920,22.2,33.7
1624927860,22.1,33.7
1624927800,22.5,33.5
1624927740,23.0,36.3
1624927680,22.4,32.8
1624927620,22.2,33.0
1624927560,22.1,34.0
1624927500,22.6,34.4
1624927440,22.9,36.8
1624927380,22.6,34.8
1624927320,22.3,33.3
1624927260,22.6,33.6
1624927200,21.8,33.5
1624927140,22.0,31.7
1624927080,22.1,32.2
1624927020,22.5,32.5
1624926960,22.3,31.8
1624926900,22.4,30.8
1624926840,23.1,31.9
1624926780,23.6,33.9
1624926720,23.5,35.2
1624926660,22.9,31.7
1624926600,22.9,31.8
1624926540,22.8,32.0
1624926480,23.4,34.6
1624926420,23.6,34.4
1624926360,23.5,32.9
1624926300,23.7,35.0
1624926240,23.3,33.7
1624926180,22.8,31.3
1624926120,23.1,32.0
1624926060,23.3,32.3
1624926000,23.5,30.8
1624925940,23.5,33.1
1624925880,23.4,34.4
1624925820,23.0,31.1
1624925760,23.0,31.3
